Date;COF;Relative_stock;u;u2;Period
2024-02-06;130.5053253173828;0.9934189802468356;-0.006602770142673595;4.359657355698189e-05;Pre_announcement
2024-02-07;130.1361846923828;0.997171451631554;-0.0028325562708637216;8.023375027609393e-06;Pre_announcement
2024-02-08;131.50584411621094;1.010524816192097;0.01046981588962363;0.00010961704476261545;Pre_announcement
2024-02-09;131.8863525390625;1.0028934715822615;0.0028892935507661244;8.348017222498718e-06;Pre_announcement
2024-02-12;134.14022827148438;1.0170895296520868;0.016945146281302042;0.00028713798249472444;Pre_announcement
2024-02-13;130.28619384765625;0.9712686158843564;-0.029152210550262875;0.0008498513799668581;Pre_announcement
2024-02-14;131.8278045654297;1.011832494850345;0.011763038242921195;0.00013836906870442656;Pre_announcement
2024-02-15;133.0474395751953;1.0092517281448035;0.00920919305542036;8.480923673200259e-05;Pre_announcement
2024-02-16;133.8963165283203;1.0063802577173628;0.00635999003609858;4.044947325927322e-05;Pre_announcement
2024-02-20;134.05242919921875;1.0011659220727362;0.0011652429134430158;1.3577910473291676e-06;Deal_pending
2024-02-21;131.73023986816406;0.9826770067135179;-0.01747479196064264;0.0003053683540677406;Deal_pending
2024-02-22;131.29119873046875;0.9966671195760768;-0.003338446841460571;1.1145227313258063e-05;Deal_pending
2024-02-23;132.2278594970703;1.0071342235858816;0.007108895406046336;5.05363938941067e-05;Deal_pending
2024-02-26;131.22288513183594;0.9923996775788643;-0.007629352054845914;5.820701277678157e-05;Deal_pending
2024-02-27;133.49627685546875;1.0173246588912352;0.017176298070863412;0.00029502521541914615;Deal_pending
2024-02-28;134.27684020996094;1.0058470795806334;0.0058300517539526505;3.398950345376638e-05;Deal_pending
2024-02-29;134.26708984375;0.9999273860913342;-7.261654518325143e-05;5.273162634351197e-09;Deal_pending
2024-03-01;133.44749450683594;0.9938957838598584;-0.006122923033616416;3.749018647559045e-05;Deal_pending
2024-03-04;132.6864471435547;0.9942970277104584;-0.005719296329292523;3.2710350502258934e-05;Deal_pending
2024-03-05;134.2183074951172;1.0115449647235273;0.011478830145818368;0.00013176354151654855;Deal_pending
2024-03-06;132.44252014160156;0.986769410323698;-0.013318893668680797;0.00017739292855762541;Deal_pending
2024-03-07;134.30609130859375;1.0140707921066416;0.013972717432888635;0.00019523683245935;Deal_pending
2024-03-08;133.8963165283203;0.9969489486569012;-0.003055715289290053;9.337395929200992e-06;Deal_pending
2024-03-11;135.09642028808594;1.0089629333418728;0.008923004662864506;7.962001221350172e-05;Deal_pending
2024-03-12;136.8624725341797;1.0130725317689968;0.0129878236598817;0.0001686835634201829;Deal_pending
2024-03-13;137.19419860839844;1.002423791329182;0.0024208586847678077;5.8605567716157195e-06;Deal_pending
2024-03-14;136.04287719726562;0.9916080896800957;-0.008427320645327857;7.101973325916914e-05;Deal_pending
2024-03-15;132.25711059570312;0.9721722542219315;-0.028222273944940222;0.0007964967466232518;Deal_pending
2024-03-18;132.95962524414062;1.0053117344335838;0.0052976769300817125;2.8065380855519996e-05;Deal_pending
2024-03-19;133.5255584716797;1.004256429171637;0.004247396200054986;1.8040374480241535e-05;Deal_pending
2024-03-20;138.3260498046875;1.035951853622286;0.03532066941981056;0.001247549688263541;Deal_pending
2024-03-21;139.7017822265625;1.0099455773067871;0.00989644554671483;9.793963445909179e-05;Deal_pending
2024-03-22;137.73086547851562;0.9858919713361243;-0.014208492921342804;0.00020188127109584857;Deal_pending
2024-03-25;137.1356658935547;0.9956785315848191;-0.004330832948574314;1.8756114028456888e-05;Deal_pending
2024-03-26;137.4088592529297;1.0019921393723137;0.0019901576940906758;3.960727647348316e-06;Deal_pending
2024-03-27;140.99948120117188;1.0261309348448406;0.025795355414082573;0.0006654003609388391;Deal_pending
2024-03-28;145.27305603027344;1.0303091528613797;0.029858905615128495;0.000891554244533152;Deal_pending
2024-04-01;141.770263671875;0.9758882173052896;-0.024407230577770188;0.00059571290447644;Deal_pending
2024-04-02;140.9019012451172;0.9938748620178374;-0.0061439735930109134;3.774841151161543e-05;Deal_pending
2024-04-03;139.7895965576172;0.9921058220104142;-0.007925501972957608;6.281358152335494e-05;Deal_pending
2024-04-04;138.6772918701172;0.9920430081000946;-0.007988817697450995;6.382120820310622e-05;Deal_pending
2024-04-05;140.03350830078125;1.0097796575948013;0.00973214625541326;9.471467073675435e-05;Deal_pending
2024-04-08;140.42381286621094;1.0027872226452497;0.0027833455427736147;7.747012410477748e-06;Deal_pending
2024-04-09;140.03350830078125;0.9972205243721622;-0.002783345542773536;7.747012410477311e-06;Deal_pending
2024-04-10;136.54049682617188;0.9750558882870616;-0.025260488307030808;0.0006380922695096402;Deal_pending
2024-04-11;136.93075561523438;1.0028581907795409;0.0028541139187246048;8.14596626105752e-06;Deal_pending
2024-04-12;136.22825622558594;0.9948696741904908;-0.0051435311153415885;2.6455912334487085e-05;Deal_pending
2024-04-15;135.79893493652344;0.9968485151248536;-0.003156461261693923;9.963247696574393e-06;Deal_pending
2024-04-16;133.0962371826172;0.9800977985934163;-0.02010291781357978;0.0004041273046195433;Deal_pending
2024-04-17;133.44749450683594;1.002639122875704;0.0026356465059620346;6.9466325043898815e-06;Deal_pending
2024-04-18;138.18943786621094;1.0355341505428721;0.03491738107102582;0.0012192235008592323;Deal_pending
2024-04-19;139.43836975097656;1.0090378244824671;0.008997227767428114;8.095010749897949e-05;Deal_pending
2024-04-22;143.6728973388672;1.030368453069647;0.02991645970133109;0.000894994561061367;Deal_pending
2024-04-23;144.30711364746094;1.0044143072238454;0.004404592747675205;1.9400437272873015e-05;Deal_pending
2024-04-24;145.25355529785156;1.0065585238763957;0.006537110335164727;4.273381153411749e-05;Deal_pending
2024-04-25;142.4239959716797;0.9805198618349156;-0.019672376707542048;0.0003870024053234429;Deal_pending
2024-04-26;142.65818786621094;1.0016443289133512;0.0016429784847267748;2.699378301275089e-06;Deal_pending
2024-04-29;141.9654083251953;0.9951437800284878;-0.004868049721837042;2.36979080942777e-05;Deal_pending
2024-04-30;139.94570922851562;0.9857733012534066;-0.014328868407497355;0.00020531646983937578;Deal_pending
2024-05-01;138.19920349121094;0.98752011943108;-0.012558408306986662;0.0001577136192049916;Deal_pending
2024-05-02;138.36505126953125;1.0012000631995746;0.0011993436993060662;1.4384253090651598e-06;Deal_pending
2024-05-03;138.9505157470703;1.004231303151824;0.004222376361088665;1.7828462134680356e-05;Deal_pending
2024-05-06;139.84811401367188;1.0064598412015644;0.006439065849707197;4.146156901686547e-05;Deal_pending
2024-05-07;139.09681701660156;0.9946277645403436;-0.005386717808252007;2.9016728745739306e-05;Deal_pending
2024-05-08;139.36026000976562;1.0018939541451377;0.0018921628753510538;3.5802803468567674e-06;Deal_pending
2024-05-09;139.028564453125;0.9976198698494292;-0.0023829671628706594;5.67853249931984e-06;Deal_pending
2024-05-10;139.68502807617188;1.0047217895518745;0.00471067687101875;2.2190476583150998e-05;Deal_pending
2024-05-13;139.33226013183594;0.9974745472067087;-0.0025286471284253053;6.394056300093543e-06;Deal_pending
2024-05-14;140.1945343017578;1.006188618264758;0.006169547407802836;3.806331521712669e-05;Deal_pending
